entity_id,domain,state,area_id,area_name,friendly_name,restored,device_id,device_name,manufacturer,model,integration,classification,rationale
scene.suite_guest_bed_baby_s_breath,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Baby's breath,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_concentrate,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Concentrate,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_crocus,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Crocus,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_energize,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Energize,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_honolulu,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Honolulu,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_natural_light,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Natural light,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_nightlight,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Nightlight,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_read,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Read,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_relax,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Relax,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
scene.suite_guest_bed_rest,scene,unknown,suite_guest_bed,Suite Guest Bed,Suite Guest Bed Rest,False,2dc244f2bfac93851d4e83e899b81aec,Suite Guest Bed,Signify Netherlands B.V.,Room,hue,move to Rental HA,room contract/control surface should live with the rental instance
script.rental_away,script,unavailable,,,Rental: Away Mode,True,,,,,,retire/review,restored unavailable entity; do not migrate blindly
script.rental_good_morning,script,unavailable,,,Rental: Good Morning Scene,True,,,,,,retire/review,restored unavailable entity; do not migrate blindly
script.rental_goodnight_scene,script,unavailable,,,Rental: Goodnight Scene,True,,,,,,retire/review,restored unavailable entity; do not migrate blindly
script.rental_movie_time,script,unavailable,,,Rental: Movie Time,True,,,,,,retire/review,restored unavailable entity; do not migrate blindly
script.room_apply_scene_ohana_suite,script,off,,,Room: Apply Ohana Suite Scene,False,,,,,,move to Rental HA,room contract/control surface should live with the rental instance
script.room_resume_automation_ohana_suite,script,off,,,Room: Resume Ohana Suite Automation,False,,,,,,move to Rental HA,room contract/control surface should live with the rental instance
select.den_dining_and_patio_selector_indicator_light_mode,select,unavailable,den,Den,Den Dining and Patio Selector Indicator light mode,False,3b9a4625b1a9d649e9408e1d46ba0abb,Den Dining and Patio Selector,Tuya,4 gang smart switch,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
select.den_dining_and_patio_selector_power_on_behavior,select,unavailable,den,Den,Den Dining and Patio Selector Power-on behavior,False,3b9a4625b1a9d649e9408e1d46ba0abb,Den Dining and Patio Selector,Tuya,4 gang smart switch,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
select.den_impact_weather_delay,select,unavailable,den,Den,Den Impact Sprinkler Controller Weather delay,False,a10fdfdf62cd373b83765e50b164d98b,Den Impact Sprinkler Controller,Tuya,Valve Controller,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
select.den_rotary_dimmer_indicator_light_mode,select,unavailable,den,Den,Den Rotary Dimmer Indicator light mode,False,043197ccc04bd377be907e4aebf5d20e,Den Rotary Dimmer,Tuya,Smart Dimmer Switch,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
select.den_rotary_dimmer_power_on_behavior,select,unavailable,den,Den,Den Rotary Dimmer Power-on behavior,False,043197ccc04bd377be907e4aebf5d20e,Den Rotary Dimmer,Tuya,Smart Dimmer Switch,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
select.unnamed_ks240_den_fanlight_light_preset,select,Light preset 1,den,Den,Den Ceiling Fan and Light Light preset,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,leave on Main HA temporarily,non-critical or device-management surface; migrate after owner is confirmed
sensor.1st_floor_guest_room_battery,sensor,100,suite_bedroom,suite bedroom,1st floor Guest Room temp sensor 1st floor Guest Room Battery,False,13b45640d9d4dea72df6981f0d25de3c,1st floor Guest Room temp sensor,ecobee Inc.,EBERS41,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.1st_floor_guest_room_temperature,sensor,67.82,suite_bedroom,suite bedroom,1st floor Guest Room temp sensor 1st floor Guest Room Temperature,False,13b45640d9d4dea72df6981f0d25de3c,1st floor Guest Room temp sensor,ecobee Inc.,EBERS41,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.contact_sensor_battery_sensor,sensor,100,den,Den,Contact Sensor AQ5 Contact Sensor Battery Sensor,False,85a548fd0c6d4f9fa4fd1892f820dca4,Contact Sensor AQ5,Aqara,AS006,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.contact_sensor_battery_sensor_2,sensor,100,den,Den,Contact Sensor AQ4 Contact Sensor Battery Sensor,False,304c42afb0743c175691c1ba2629fa3d,Contact Sensor AQ4,Aqara,AS006,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.contact_sensor_battery_sensor_3,sensor,100,den,Den,Contact Sensor AQ1 Contact Sensor Battery Sensor,False,e42eebe2f62186df78b356869eb14a17,Contact Sensor AQ1,Aqara,AS006,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.contact_sensor_battery_sensor_4,sensor,100,den,Den,Contact Sensor AQ0 rental door Contact Sensor Battery Sensor,False,92dbfd5488afc89213a2ff8e8ef6a5fd,Contact Sensor AQ0 rental door,Aqara,AS006,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.contact_sensor_battery_sensor_5,sensor,100,den,Den,Contact Sensor AQ3 Contact Sensor Battery Sensor,False,c60ab6cfff40cfdb7a797c9b8a7bc6a3,Contact Sensor AQ3,Aqara,AS006,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.curtain_3_4616_battery,sensor,unavailable,suite_bedroom,suite bedroom,Battery,True,5bc5442a88af37161741a5bc74078dca,ELK BT LED1,ELK-BLEDOM,RGB Controller,switchbot,retire/review,restored unavailable entity; do not migrate blindly
sensor.curtain_3_4616_bluetooth_signal,sensor,missing,suite_bedroom,suite bedroom,Bluetooth signal,False,5bc5442a88af37161741a5bc74078dca,ELK BT LED1,ELK-BLEDOM,RGB Controller,switchbot,expose via bridge,network/infrastructure telemetry should remain controller-owned initially
sensor.curtain_3_4616_light_level,sensor,unavailable,suite_bedroom,suite bedroom,Light level,True,5bc5442a88af37161741a5bc74078dca,ELK BT LED1,ELK-BLEDOM,RGB Controller,switchbot,retire/review,restored unavailable entity; do not migrate blindly
sensor.curtain_3_66e9_battery,sensor,41,suite_bedroom,suite bedroom,Curtain 3 66E9 Battery,False,0179c514c41d52009aead001cf33f4d6,Curtain 3 66E9,switchbot,WoCurtain,switchbot,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.curtain_3_66e9_bluetooth_signal,sensor,missing,suite_bedroom,suite bedroom,Bluetooth signal,False,0179c514c41d52009aead001cf33f4d6,Curtain 3 66E9,switchbot,WoCurtain,switchbot,expose via bridge,network/infrastructure telemetry should remain controller-owned initially
sensor.curtain_3_66e9_light_level,sensor,1,suite_bedroom,suite bedroom,Curtain 3 66E9 Light level,False,0179c514c41d52009aead001cf33f4d6,Curtain 3 66E9,switchbot,WoCurtain,switchbot,leave on Main HA temporarily,not obviously guest-critical in first-pass migration
sensor.curtain_3_8fb2_battery,sensor,unavailable,suite_bedroom,suite bedroom,Battery,True,9f6bfac2cf7207e980383df0c0827130,Curtain 3 8FB2,switchbot,WoCurtain,switchbot,retire/review,restored unavailable entity; do not migrate blindly
sensor.curtain_3_8fb2_bluetooth_signal,sensor,missing,suite_bedroom,suite bedroom,Bluetooth signal,False,9f6bfac2cf7207e980383df0c0827130,Curtain 3 8FB2,switchbot,WoCurtain,switchbot,expose via bridge,network/infrastructure telemetry should remain controller-owned initially
sensor.curtain_3_8fb2_light_level,sensor,unavailable,suite_bedroom,suite bedroom,Light level,True,9f6bfac2cf7207e980383df0c0827130,Curtain 3 8FB2,switchbot,WoCurtain,switchbot,retire/review,restored unavailable entity; do not migrate blindly
sensor.curtain_3_d1a0_battery,sensor,24,suite_bedroom,suite bedroom,Curtain 3 D1A0 Battery,False,00d78d5c8988780e4c2b27b228ead849,Curtain 3 D1A0,switchbot,WoCurtain,switchbot,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.curtain_3_d1a0_bluetooth_signal,sensor,missing,suite_bedroom,suite bedroom,Bluetooth signal,False,00d78d5c8988780e4c2b27b228ead849,Curtain 3 D1A0,switchbot,WoCurtain,switchbot,expose via bridge,network/infrastructure telemetry should remain controller-owned initially
sensor.curtain_3_d1a0_light_level,sensor,1,suite_bedroom,suite bedroom,Curtain 3 D1A0 Light level,False,00d78d5c8988780e4c2b27b228ead849,Curtain 3 D1A0,switchbot,WoCurtain,switchbot,leave on Main HA temporarily,not obviously guest-critical in first-pass migration
sensor.den_activity_confidence,sensor,unavailable,den,Den,Activity Confidence,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_battery,sensor,100,den,Den,Den temp sensor Den Battery,False,ef74192f468d894150b2481b43696bb2,Den temp sensor,ecobee Inc.,EBERS41,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.den_ceiling_fan_on_since,sensor,missing,den,Den,On since,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,leave on Main HA temporarily,not obviously guest-critical in first-pass migration
sensor.den_decay_status,sensor,unavailable,den,Den,Decay Status,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_den_impact_sprinkler_controller_last_watering_time,sensor,unavailable,den,Den,Den Impact Sprinkler Controller Last watering time,False,a10fdfdf62cd373b83765e50b164d98b,Den Impact Sprinkler Controller,Tuya,Valve Controller,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
sensor.den_den_impact_sprinkler_controller_status,sensor,unavailable,den,Den,Den Impact Sprinkler Controller Status,False,a10fdfdf62cd373b83765e50b164d98b,Den Impact Sprinkler Controller,Tuya,Valve Controller,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
sensor.den_detected_activity,sensor,unavailable,den,Den,Detected Activity,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_environmental_confidence,sensor,unavailable,den,Den,Environmental Confidence,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_evidence,sensor,unavailable,den,Den,Evidence,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_hall_dimmer_switch_battery,sensor,97,den,Den,Den Hall Dimmer Switch Battery,False,b743838ce1b9239981606f185b5c0447,Den Hall Dimmer Switch,Signify Netherlands B.V.,Hue dimmer switch,hue,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.den_hall_dimmer_switch_zigbee_connectivity,sensor,missing,den,Den,Zigbee connectivity,False,b743838ce1b9239981606f185b5c0447,Den Hall Dimmer Switch,Signify Netherlands B.V.,Hue dimmer switch,hue,leave on Main HA temporarily,not obviously guest-critical in first-pass migration
sensor.den_hall_zigbee_connectivity,sensor,missing,den,Den,Zigbee connectivity,False,19544d22587d3d418ea95c9d39152ecc,Den Hall,Signify Netherlands B.V.,Hue color lamp,hue,leave on Main HA temporarily,not obviously guest-critical in first-pass migration
sensor.den_impact_battery,sensor,unavailable,den,Den,Den Impact Sprinkler Controller Battery,False,a10fdfdf62cd373b83765e50b164d98b,Den Impact Sprinkler Controller,Tuya,Valve Controller,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
sensor.den_impact_total_watering_time,sensor,unavailable,den,Den,Den Impact Sprinkler Controller Total watering time,False,a10fdfdf62cd373b83765e50b164d98b,Den Impact Sprinkler Controller,Tuya,Valve Controller,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
sensor.den_occupancy_probability,sensor,unavailable,den,Den,Occupancy Probability,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_presence_confidence,sensor,unavailable,den,Den,Presence Confidence,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_prior_probability,sensor,unavailable,den,Den,Prior Probability,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_sensor_health,sensor,unavailable,den,Den,Sensor Health,True,d600f50bb99ff487e7bb2fed5d86fc33,Den,Hankanman,Area Occupancy Detector,area_occupancy,retire/review,restored unavailable entity; do not migrate blindly
sensor.den_temperature,sensor,66.74,den,Den,Den temp sensor Den Temperature,False,ef74192f468d894150b2481b43696bb2,Den temp sensor,ecobee Inc.,EBERS41,homekit_controller,move to Rental HA,guest occupancy/comfort diagnostic needed for deterministic rental control
sensor.ohana_suite_lighting_mode,sensor,Rental Automation Held On Main HA,,,Ohana Suite Lighting Mode,False,,,,,,leave on Main HA temporarily,not obviously guest-critical in first-pass migration
sensor.ohana_suite_recommended_scene,sensor,Welcome,,,Ohana Suite Recommended Scene,False,,,,,,leave on Main HA temporarily,not obviously guest-critical in first-pass migration
sensor.unnamed_ks240_device_time,sensor,missing,den,Den,Device time,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,leave on Main HA temporarily,not obviously guest-critical in first-pass migration
sensor.unnamed_ks240_signal_level,sensor,3,den,Den,Den Ceiling Fan and Light Signal level,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,expose via bridge,network/infrastructure telemetry should remain controller-owned initially
sensor.unnamed_ks240_signal_strength,sensor,missing,den,Den,Signal strength,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,expose via bridge,network/infrastructure telemetry should remain controller-owned initially
sensor.unnamed_ks240_ssid,sensor,missing,den,Den,SSID,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,expose via bridge,network/infrastructure telemetry should remain controller-owned initially
switch.den_ceiling_fan_fan_sleep_mode,switch,off,den,Den,Den Ceiling Fan and Light Fan sleep mode,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,leave on Main HA temporarily,non-critical or device-management surface; migrate after owner is confirmed
switch.den_dining_and_patio_selector_switch_1,switch,unavailable,den,Den,Den Dining and Patio Selector Switch 1,False,3b9a4625b1a9d649e9408e1d46ba0abb,Den Dining and Patio Selector,Tuya,4 gang smart switch,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
switch.den_dining_and_patio_selector_switch_2,switch,unavailable,den,Den,Den Dining and Patio Selector Switch 2,False,3b9a4625b1a9d649e9408e1d46ba0abb,Den Dining and Patio Selector,Tuya,4 gang smart switch,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
switch.den_dining_and_patio_selector_switch_3,switch,unavailable,den,Den,Den Dining and Patio Selector Switch 3,False,3b9a4625b1a9d649e9408e1d46ba0abb,Den Dining and Patio Selector,Tuya,4 gang smart switch,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
switch.den_dining_and_patio_selector_switch_4,switch,unavailable,den,Den,Den Dining and Patio Selector Switch 4,False,3b9a4625b1a9d649e9408e1d46ba0abb,Den Dining and Patio Selector,Tuya,4 gang smart switch,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
switch.plate01_antiburn,switch,unavailable,suite_bedroom,suite bedroom,plate01 antiburn,True,07024525f66e4056aed38a633bfed2ce,plate01,openHASP,Lanbon L8,openhasp,repair before split,restored stale openHASP or abandoned hardware path
switch.unnamed_ks240_auto_update_enabled,switch,on,den,Den,Den Ceiling Fan and Light Auto-update enabled,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,leave on Main HA temporarily,non-critical or device-management surface; migrate after owner is confirmed
switch.unnamed_ks240_led,switch,on,den,Den,Den Ceiling Fan and Light LED,False,388b9d46c721361865875b673d35fa8b,Den Ceiling Fan and Light,TP-Link,None,tplink,leave on Main HA temporarily,non-critical or device-management surface; migrate after owner is confirmed
valve.den_impact_valve,valve,unavailable,den,Den,Den Impact Sprinkler Controller Valve,False,a10fdfdf62cd373b83765e50b164d98b,Den Impact Sprinkler Controller,Tuya,Valve Controller,tuya,repair before split,hardware or integration exists but current HA binding is unhealthy
